dataset,trees,family,mode,worker,buffer,threads,bt,transposed,bitmask,cached,mapped,devreduce,crossreduce,features,real_time_ns,cpu_time_ns,iterations,items_per_second,name
higgs_d6_n500,500,cuda,persistent,cuda,tree,,256,1,1,0,0,0,1,28,20561.03367189316,20558.975164846936,37004,48635.687094224035,cuda/persistent/tree/bt:256/transposed:1/bitmask:1/cached:0/mapped:0/devreduce:0/crossreduce:1/features:28/real_time
higgs_d6_n500,500,cuda,persistent,cuda,tree,,256,0,0,0,1,0,1,28,9434.977661524339,9433.904961695374,69835,105988.59222295576,cuda/persistent/tree/bt:256/transposed:0/bitmask:0/cached:0/mapped:1/devreduce:0/crossreduce:1/features:28/real_time
higgs_d6_n500,500,cuda,persistent,cuda,tree,,256,1,0,0,1,0,1,28,9233.32117651974,9232.506390610104,74719,108303.3916921456,cuda/persistent/tree/bt:256/transposed:1/bitmask:0/cached:0/mapped:1/devreduce:0/crossreduce:1/features:28/real_time
higgs_d6_n500,500,cuda,persistent,cuda,tree,,256,0,1,0,1,0,1,28,13400.933159439286,13399.04289086337,52109,74621.6691108279,cuda/persistent/tree/bt:256/transposed:0/bitmask:1/cached:0/mapped:1/devreduce:0/crossreduce:1/features:28/real_time
higgs_d6_n500,500,cuda,persistent,cuda,tree,,256,1,1,0,1,0,1,28,11556.332358735173,11555.54645840293,59860,86532.64452403209,cuda/persistent/tree/bt:256/transposed:1/bitmask:1/cached:0/mapped:1/devreduce:0/crossreduce:1/features:28/real_time
higgs_d6_n500,500,cuda,persistent,cuda,tree,,256,0,0,0,0,1,1,28,16303.691966805676,16303.389210512722,39038,61335.80062945255,cuda/persistent/tree/bt:256/transposed:0/bitmask:0/cached:0/mapped:0/devreduce:1/crossreduce:1/features:28/real_time
higgs_d6_n500,500,cuda,persistent,cuda,tree,,256,1,0,0,0,1,1,28,15678.69949461912,15677.674278657048,44535,63780.80020879262,cuda/persistent/tree/bt:256/transposed:1/bitmask:0/cached:0/mapped:0/devreduce:1/crossreduce:1/features:28/real_time
higgs_d6_n500,500,cuda,persistent,cuda,tree,,256,0,1,0,0,1,1,28,22724.642591187858,22723.911286105285,32509,44005.09253279869,cuda/persistent/tree/bt:256/transposed:0/bitmask:1/cached:0/mapped:0/devreduce:1/crossreduce:1/features:28/real_time
higgs_d6_n500,500,cuda,persistent,cuda,tree,,256,1,1,0,0,1,1,28,19666.99356992779,19664.899470300177,35303,50846.612444571605,cuda/persistent/tree/bt:256/transposed:1/bitmask:1/cached:0/mapped:0/devreduce:1/crossreduce:1/features:28/real_time
higgs_d6_n500,500,cuda,persistent,cuda,tree,,256,0,0,0,1,1,1,28,9462.83763205728,9462.104374634908,73629,105676.54638945694,cuda/persistent/tree/bt:256/transposed:0/bitmask:0/cached:0/mapped:1/devreduce:1/crossreduce:1/features:28/real_time
higgs_d6_n500,500,cuda,persistent,cuda,tree,,256,1,0,0,1,1,1,28,9264.223910677476,9263.338866734672,75481,107942.12333830258,cuda/persistent/tree/bt:256/transposed:1/bitmask:0/cached:0/mapped:1/devreduce:1/crossreduce:1/features:28/real_time
higgs_d6_n500,500,cuda,persistent,cuda,tree,,256,0,1,0,1,1,1,28,13395.699142538315,13394.37362152628,52141,74650.8255641902,cuda/persistent/tree/bt:256/transposed:0/bitmask:1/cached:0/mapped:1/devreduce:1/crossreduce:1/features:28/real_time
higgs_d6_n500,500,cuda,persistent,cuda,tree,,256,1,1,0,1,1,1,28,11492.089745393841,11491.513135683537,61017,87016.37579891084,cuda/persistent/tree/bt:256/transposed:1/bitmask:1/cached:0/mapped:1/devreduce:1/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cpu,,branch,compact,nothread,,,,,,,,28,69761.43335305853,69755.51752822341,10098,14334.567854118744,branch/compact/nothread/features:28/real_time
higgs_d6_n5000,5000,cpu,,bitmask,compact,nothread,,,,,,,,28,1143335.181539233,1143087.0589171972,628,874.6341546612202,bitmask/compact/nothread/features:28/real_time
higgs_d6_n5000,5000,cpu,,branch,compact,1,,,,,,,,28,75379.40192975193,75376.00383976752,9636,13266.223588931187,branch/compact/threads:1/features:28/real_time
higgs_d6_n5000,5000,cpu,,bitmask,compact,1,,,,,,,,28,1145237.1912583485,1145100.1458670993,617,873.1815624161081,bitmask/compact/threads:1/features:28/real_time
higgs_d6_n5000,5000,cpu,,branch,compact,2,,,,,,,,28,42362.16230962911,42355.14476119958,13505,23605.971590659232,branch/compact/threads:2/features:28/real_time
higgs_d6_n5000,5000,cpu,,bitmask,compact,2,,,,,,,,28,571843.9344735664,571812.4479934481,1221,1748.7288746370803,bitmask/compact/threads:2/features:28/real_time
higgs_d6_n5000,5000,cpu,,branch,compact,4,,,,,,,,28,15311.039127561871,15309.156897324776,33455,65312.35350315768,branch/compact/threads:4/features:28/real_time
higgs_d6_n5000,5000,cpu,,bitmask,compact,4,,,,,,,,28,294728.5464626779,294707.89250535355,2335,3392.952640665339,bitmask/compact/threads:4/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,compact,,256,0,0,0,0,0,,28,18460.052616221867,18458.416626088816,36966,54171.02652899509,cuda/oneshot/compact/bt:256/transposed:0/bitmask:0/cached:0/mapped:0/devreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,compact,,256,1,0,0,0,0,,28,14645.416003038195,14644.432942681466,48466,68280.75076819598,cuda/oneshot/compact/bt:256/transposed:1/bitmask:0/cached:0/mapped:0/devreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,compact,,256,0,1,0,0,0,,28,23150.333676859063,23148.81663729759,30077,43195.92166395399,cuda/oneshot/compact/bt:256/transposed:0/bitmask:1/cached:0/mapped:0/devreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,compact,,256,1,1,0,0,0,,28,22676.770177726434,22674.796325697433,30863,44097.9906822101,cuda/oneshot/compact/bt:256/transposed:1/bitmask:1/cached:0/mapped:0/devreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,compact,,256,0,0,0,1,0,,28,14588.371111588393,14587.335173105861,47832,68547.74891253225,cuda/oneshot/compact/bt:256/transposed:0/bitmask:0/cached:0/mapped:1/devreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,compact,,256,1,0,0,1,0,,28,11340.213762911833,11339.037219387354,61339,88181.75926017373,cuda/oneshot/compact/bt:256/transposed:1/bitmask:0/cached:0/mapped:1/devreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,compact,,256,0,1,0,1,0,,28,19733.82244490939,19730.997980031152,34654,50674.41965649,cuda/oneshot/compact/bt:256/transposed:0/bitmask:1/cached:0/mapped:1/devreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,compact,,256,1,1,0,1,0,,28,19137.355927537665,19134.051968589858,36676,52253.822512704166,cuda/oneshot/compact/bt:256/transposed:1/bitmask:1/cached:0/mapped:1/devreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,compact,,256,0,0,0,0,1,,28,20163.633789527263,20161.44457632513,34543,49594.23536641433,cuda/oneshot/compact/bt:256/transposed:0/bitmask:0/cached:0/mapped:0/devreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,compact,,256,1,0,0,0,1,,28,16166.947925851859,16163.382377370699,43342,61854.59398931716,cuda/oneshot/compact/bt:256/transposed:1/bitmask:0/cached:0/mapped:0/devreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,compact,,256,0,1,0,0,1,,28,25423.710121567605,25418.524418436686,27684,39333.36225194267,cuda/oneshot/compact/bt:256/transposed:0/bitmask:1/cached:0/mapped:0/devreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,compact,,256,1,1,0,0,1,,28,24174.986645694455,24172.835669456046,28680,41365.069385802504,cuda/oneshot/compact/bt:256/transposed:1/bitmask:1/cached:0/mapped:0/devreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,compact,,256,0,0,0,1,1,,28,18195.445035988723,18194.88255261371,38298,54958.809637362676,cuda/oneshot/compact/bt:256/transposed:0/bitmask:0/cached:0/mapped:1/devreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,compact,,256,1,0,0,1,1,,28,14814.006622464805,14811.396991063242,46661,67503.68252728759,cuda/oneshot/compact/bt:256/transposed:1/bitmask:0/cached:0/mapped:1/devreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,compact,,256,0,1,0,1,1,,28,23146.84582028419,23143.425856646274,30205,43202.43059309937,cuda/oneshot/compact/bt:256/transposed:0/bitmask:1/cached:0/mapped:1/devreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,compact,,256,1,1,0,1,1,,28,22124.806960558617,22123.7505677638,31263,45198.1344642996,cuda/oneshot/compact/bt:256/transposed:1/bitmask:1/cached:0/mapped:1/devreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,0,0,0,0,0,0,28,51750.096316269046,51740.04150373875,14577,19323.635532744367,cuda/persistent/compact/bt:256/transposed:0/bitmask:0/cached:0/mapped:0/devreduce:0/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,1,0,0,0,0,0,28,45841.28370371894,45840.21356372077,14642,21814.397835435695,cuda/persistent/compact/bt:256/transposed:1/bitmask:0/cached:0/mapped:0/devreduce:0/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,0,1,0,0,0,0,28,63508.63155848338,63505.0857351035,12352,15745.891156214366,cuda/persistent/compact/bt:256/transposed:0/bitmask:1/cached:0/mapped:0/devreduce:0/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,1,1,0,0,0,0,28,58275.8235469997,58269.02059616539,13352,17159.774656697828,cuda/persistent/compact/bt:256/transposed:1/bitmask:1/cached:0/mapped:0/devreduce:0/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,0,0,0,1,0,0,28,27347.304495235556,27344.502003771875,25452,36566.67516077205,cuda/persistent/compact/bt:256/transposed:0/bitmask:0/cached:0/mapped:1/devreduce:0/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,1,0,0,1,0,0,28,26626.382918249183,26624.546932656845,26016,37556.73472699216,cuda/persistent/compact/bt:256/transposed:1/bitmask:0/cached:0/mapped:1/devreduce:0/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,0,1,0,1,0,0,28,38828.41424264945,38821.95343926533,18943,25754.335311010247,cuda/persistent/compact/bt:256/transposed:0/bitmask:1/cached:0/mapped:1/devreduce:0/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,1,1,0,1,0,0,28,31661.600210211316,31656.415470167216,21939,31584.000598854313,cuda/persistent/compact/bt:256/transposed:1/bitmask:1/cached:0/mapped:1/devreduce:0/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,0,0,0,0,1,0,28,47967.02904898532,47961.226631225865,15801,20847.653478366796,cuda/persistent/compact/bt:256/transposed:0/bitmask:0/cached:0/mapped:0/devreduce:1/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,1,0,0,0,1,0,28,45758.69511953097,45757.99318702919,15265,21853.770029669722,cuda/persistent/compact/bt:256/transposed:1/bitmask:0/cached:0/mapped:0/devreduce:1/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,0,1,0,0,1,0,28,62075.94269069475,62067.54955283814,10958,16109.30026439858,cuda/persistent/compact/bt:256/transposed:0/bitmask:1/cached:0/mapped:0/devreduce:1/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,1,1,0,0,1,0,28,56663.7928282682,56659.38103985261,12521,17647.95383589508,cuda/persistent/compact/bt:256/transposed:1/bitmask:1/cached:0/mapped:0/devreduce:1/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,0,0,0,1,1,0,28,27351.997609364036,27350.574865786373,25519,36560.40097260198,cuda/persistent/compact/bt:256/transposed:0/bitmask:0/cached:0/mapped:1/devreduce:1/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,1,0,0,1,1,0,28,26770.581811428085,26769.62588550629,26115,37354.4365618946,cuda/persistent/compact/bt:256/transposed:1/bitmask:0/cached:0/mapped:1/devreduce:1/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,0,1,0,1,1,0,28,36547.91960860066,36543.65704273226,19119,27361.338503236566,cuda/persistent/compact/bt:256/transposed:0/bitmask:1/cached:0/mapped:1/devreduce:1/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,1,1,0,1,1,0,28,32395.99879891341,32394.082936746247,21643,30868.0095405344,cuda/persistent/compact/bt:256/transposed:1/bitmask:1/cached:0/mapped:1/devreduce:1/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,0,0,0,0,0,1,28,80543.80457958863,80536.4507521257,7645,12415.604219587853,cuda/persistent/compact/bt:256/transposed:0/bitmask:0/cached:0/mapped:0/devreduce:0/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,1,0,0,0,0,1,28,79820.29082662381,79816.58859249635,9222,12528.142777280551,cuda/persistent/compact/bt:256/transposed:1/bitmask:0/cached:0/mapped:0/devreduce:0/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,0,1,0,0,0,1,28,89135.1026488336,89125.4652317882,7852,11218.92464677703,cuda/persistent/compact/bt:256/transposed:0/bitmask:1/cached:0/mapped:0/devreduce:0/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,1,1,0,0,0,1,28,87806.34348152472,87801.77184813767,8376,11388.698815483753,cuda/persistent/compact/bt:256/transposed:1/bitmask:1/cached:0/mapped:0/devreduce:0/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,0,0,0,1,0,1,28,48212.820367086526,48207.17164692934,14524,20741.371120505337,cuda/persistent/compact/bt:256/transposed:0/bitmask:0/cached:0/mapped:1/devreduce:0/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,1,0,0,1,0,1,28,47036.493311773185,47032.245932754595,11064,21260.088275962124,cuda/persistent/compact/bt:256/transposed:1/bitmask:0/cached:0/mapped:1/devreduce:0/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,0,1,0,1,0,1,28,54286.559278714594,54281.37616135978,12593,18420.765900190207,cuda/persistent/compact/bt:256/transposed:0/bitmask:1/cached:0/mapped:1/devreduce:0/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,1,1,0,1,0,1,28,50580.720032609825,50574.36182126324,13573,19770.378898427927,cuda/persistent/compact/bt:256/transposed:1/bitmask:1/cached:0/mapped:1/devreduce:0/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,0,0,0,0,1,1,28,79315.75818071656,79310.04556493563,8647,12607.83510032843,cuda/persistent/compact/bt:256/transposed:0/bitmask:0/cached:0/mapped:0/devreduce:1/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,1,0,0,0,1,1,28,80529.43707148748,80522.94873715725,9344,12417.819326270483,cuda/persistent/compact/bt:256/transposed:1/bitmask:0/cached:0/mapped:0/devreduce:1/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,0,1,0,0,1,1,28,92403.64299030048,92395.76509235162,8067,10822.084147753449,cuda/persistent/compact/bt:256/transposed:0/bitmask:1/cached:0/mapped:0/devreduce:1/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,1,1,0,0,1,1,28,86676.22990669213,86662.90745250785,8212,11537.188466509337,cuda/persistent/compact/bt:256/transposed:1/bitmask:1/cached:0/mapped:0/devreduce:1/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,0,0,0,1,1,1,28,47938.45924651828,47933.857550050954,14735,20860.078019145534,cuda/persistent/compact/bt:256/transposed:0/bitmask:0/cached:0/mapped:1/devreduce:1/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,1,0,0,1,1,1,28,47053.992911457404,47051.69193410798,15237,21252.181549857487,cuda/persistent/compact/bt:256/transposed:1/bitmask:0/cached:0/mapped:1/devreduce:1/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,0,1,0,1,1,1,28,54315.61651175147,54309.4156027258,12767,18410.91134045482,cuda/persistent/compact/bt:256/transposed:0/bitmask:1/cached:0/mapped:1/devreduce:1/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,compact,,256,1,1,0,1,1,1,28,50088.44137236675,50085.524088875696,13637,19964.685915575104,cuda/persistent/compact/bt:256/transposed:1/bitmask:1/cached:0/mapped:1/devreduce:1/crossreduce:1/features:28/real_time
higgs_d6_n5000,5000,cpu,,branch,tree,nothread,,,,,,,,28,90108.70467852445,90098.7239480929,7629,11097.706970349218,branch/tree/nothread/features:28/real_time
higgs_d6_n5000,5000,cpu,,bitmask,tree,nothread,,,,,,,,28,1155655.3093492817,1155556.6072013087,611,865.3099171612623,bitmask/tree/nothread/features:28/real_time
higgs_d6_n5000,5000,cpu,,branch,tree,1,,,,,,,,28,240248.1909471581,240226.80789320907,6892,4162.362247380865,branch/tree/threads:1/features:28/real_time
higgs_d6_n5000,5000,cpu,,bitmask,tree,1,,,,,,,,28,1328087.910209136,1328021.9102040813,490,752.9622040174497,bitmask/tree/threads:1/features:28/real_time
higgs_d6_n5000,5000,cpu,,branch,tree,2,,,,,,,,28,48255.65930824682,48255.02933253493,13364,20722.95797705745,branch/tree/threads:2/features:28/real_time
higgs_d6_n5000,5000,cpu,,bitmask,tree,2,,,,,,,,28,672030.2973138002,672030.6642857135,1120,1488.0281499169619,bitmask/tree/threads:2/features:28/real_time
higgs_d6_n5000,5000,cpu,,branch,tree,4,,,,,,,,28,47847.4999861938,47845.62289590021,36417,20899.733534428044,branch/tree/threads:4/features:28/real_time
higgs_d6_n5000,5000,cpu,,bitmask,tree,4,,,,,,,,28,314618.1952272065,314619.3751686908,2223,3178.4557128930005,bitmask/tree/threads:4/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,tree,,256,0,0,0,0,0,,28,18373.722938641175,18373.449121866153,37295,54425.55127991687,cuda/oneshot/tree/bt:256/transposed:0/bitmask:0/cached:0/mapped:0/devreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,tree,,256,1,0,0,0,0,,28,14877.531250028085,14876.487395485037,47840,67215.45283247932,cuda/oneshot/tree/bt:256/transposed:1/bitmask:0/cached:0/mapped:0/devreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,tree,,256,0,1,0,0,0,,28,23206.53501619115,23204.814092409408,30300,43091.31024094301,cuda/oneshot/tree/bt:256/transposed:0/bitmask:1/cached:0/mapped:0/devreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,tree,,256,1,1,0,0,0,,28,22758.041057797345,22757.042680947758,30810,43940.513045931984,cuda/oneshot/tree/bt:256/transposed:1/bitmask:1/cached:0/mapped:0/devreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,tree,,256,0,0,0,1,0,,28,14474.231685209314,14473.00763198729,47694,69088.29578994948,cuda/oneshot/tree/bt:256/transposed:0/bitmask:0/cached:0/mapped:1/devreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,tree,,256,1,0,0,1,0,,28,11243.985237315517,11243.381726832344,61303,88936.4383618444,cuda/oneshot/tree/bt:256/transposed:1/bitmask:0/cached:0/mapped:1/devreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,tree,,256,0,1,0,1,0,,28,19674.357979476143,19672.759418653695,35435,50827.57978904206,cuda/oneshot/tree/bt:256/transposed:0/bitmask:1/cached:0/mapped:1/devreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,tree,,256,1,1,0,1,0,,28,19168.42740002896,19168.155172883417,36701,52169.120561162425,cuda/oneshot/tree/bt:256/transposed:1/bitmask:1/cached:0/mapped:1/devreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,tree,,256,0,0,0,0,1,,28,20290.52917470365,20288.72505478444,34225,49284.07689074503,cuda/oneshot/tree/bt:256/transposed:0/bitmask:0/cached:0/mapped:0/devreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,tree,,256,1,0,0,0,1,,28,16137.472923641872,16135.836371029349,41808,61967.57105227862,cuda/oneshot/tree/bt:256/transposed:1/bitmask:0/cached:0/mapped:0/devreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,tree,,256,0,1,0,0,1,,28,25080.16834887857,25077.74149242992,27740,39872.14065270474,cuda/oneshot/tree/bt:256/transposed:0/bitmask:1/cached:0/mapped:0/devreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,tree,,256,1,1,0,0,1,,28,24375.436244294186,24373.176851086813,29064,41024.90679460477,cuda/oneshot/tree/bt:256/transposed:1/bitmask:1/cached:0/mapped:0/devreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,tree,,256,0,0,0,1,1,,28,18083.258103827106,18080.692165490855,38407,55299.76922623042,cuda/oneshot/tree/bt:256/transposed:0/bitmask:0/cached:0/mapped:1/devreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,tree,,256,1,0,0,1,1,,28,15043.918802219287,15042.525929760941,46356,66472.04183609922,cuda/oneshot/tree/bt:256/transposed:1/bitmask:0/cached:0/mapped:1/devreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,tree,,256,0,1,0,1,1,,28,22907.308563502364,22904.173095751008,30642,43654.18998167575,cuda/oneshot/tree/bt:256/transposed:0/bitmask:1/cached:0/mapped:1/devreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,oneshot,cuda,tree,,256,1,1,0,1,1,,28,22344.759103086213,22342.619795482624,31391,44753.22358082088,cuda/oneshot/tree/bt:256/transposed:1/bitmask:1/cached:0/mapped:1/devreduce:1/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,0,0,0,0,0,0,28,48843.72698419901,48842.48342358985,15142,20473.458143836993,cuda/persistent/tree/bt:256/transposed:0/bitmask:0/cached:0/mapped:0/devreduce:0/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,1,0,0,0,0,0,28,48960.20598933326,48953.79683714621,14860,20424.75066828488,cuda/persistent/tree/bt:256/transposed:1/bitmask:0/cached:0/mapped:0/devreduce:0/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,0,1,0,0,0,0,28,62770.82208972616,62768.632918245814,9235,15930.968668381869,cuda/persistent/tree/bt:256/transposed:0/bitmask:1/cached:0/mapped:0/devreduce:0/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,1,1,0,0,0,0,28,55665.56105482877,55661.767390793284,12751,17964.428653023588,cuda/persistent/tree/bt:256/transposed:1/bitmask:1/cached:0/mapped:0/devreduce:0/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,0,0,0,1,0,0,28,27498.045722416504,27496.933679241567,25633,36366.220715997886,cuda/persistent/tree/bt:256/transposed:0/bitmask:0/cached:0/mapped:1/devreduce:0/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,1,0,0,1,0,0,28,26711.746985244874,26709.688406349986,26204,37436.71278978434,cuda/persistent/tree/bt:256/transposed:1/bitmask:0/cached:0/mapped:1/devreduce:0/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,0,1,0,1,0,0,28,36567.29882837857,36564.8931007549,19205,27346.83807773999,cuda/persistent/tree/bt:256/transposed:0/bitmask:1/cached:0/mapped:1/devreduce:0/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,1,1,0,1,0,0,28,31687.131803346547,31684.7762155295,22048,31558.552102667363,cuda/persistent/tree/bt:256/transposed:1/bitmask:1/cached:0/mapped:1/devreduce:0/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,0,0,0,0,1,0,28,47126.99918547397,47124.40462780767,14737,21219.258965850546,cuda/persistent/tree/bt:256/transposed:0/bitmask:0/cached:0/mapped:0/devreduce:1/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,1,0,0,0,1,0,28,46007.80972113502,46003.27187675876,14216,21735.440266799334,cuda/persistent/tree/bt:256/transposed:1/bitmask:0/cached:0/mapped:0/devreduce:1/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,0,1,0,0,1,0,28,62247.23014560811,62242.540525789205,10993,16064.971849523421,cuda/persistent/tree/bt:256/transposed:0/bitmask:1/cached:0/mapped:0/devreduce:1/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,1,1,0,0,1,0,28,55612.774358328905,55610.21495113055,13096,17981.4801821739,cuda/persistent/tree/bt:256/transposed:1/bitmask:1/cached:0/mapped:0/devreduce:1/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,0,0,0,1,1,0,28,27364.546120164385,27360.032964894577,25694,36543.6355351467,cuda/persistent/tree/bt:256/transposed:0/bitmask:0/cached:0/mapped:1/devreduce:1/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,1,0,0,1,1,0,28,26702.300122706845,26700.227631679816,26086,37449.95732220198,cuda/persistent/tree/bt:256/transposed:1/bitmask:0/cached:0/mapped:1/devreduce:1/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,0,1,0,1,1,0,28,36663.89108271261,36661.21819788,19244,27274.79191294865,cuda/persistent/tree/bt:256/transposed:0/bitmask:1/cached:0/mapped:1/devreduce:1/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,1,1,0,1,1,0,28,32116.390536331193,32112.783476572917,21642,31136.74928285496,cuda/persistent/tree/bt:256/transposed:1/bitmask:1/cached:0/mapped:1/devreduce:1/crossreduce:0/features:28/real_time
higgs_d6_n5000,5000,cuda,persistent,cuda,tree,,256,0,0,0,0,0,1,28,80783.33043623969,80774.03363403483,8979,12378.79144867982,cuda/persistent/tree/bt:256/transposed:0/bitmask:0/cached:0/mapped:0/devreduce:0/crossreduce:1/features:28/real_time
